W;B;E;S;RE_OA_a;RE_OA_b;Bewerkingstype;Count
6;4;2;A;0.017005953;0.414569673;0;5014
6;4;2;B;0.018853075;0.276911725;0;10728
6;4;2;C;0.019034714;0.230194141;0;14961
6;4;2;D;0.017472146;0.325775043;0;2046
6;4;2;E;0.007034577;1.039997135;0;142
6;4;2;F;0.007034577;1.039997135;2;0
6;4;2;G;0.007034577;1.039997135;2;0
6;5;0;A;0.00525774;1.304804919;0;83
6;5;0;B;0.005316113;1.147464028;0;284
6;5;0;C;0.004204825;1.069444189;0;128
6;5;0;D;0.004204825;1.069444189;2;0
6;5;0;E;0.004204825;1.069444189;2;0
6;5;0;F;0.004204825;1.069444189;2;0
6;5;0;G;0.004204825;1.069444189;2;0
6;5;1;A;0.006923118;0.915796242;0;542
6;5;1;B;0.005102592;1.153893701;0;1397
6;5;1;C;0.003908654;1.284278298;0;982
6;5;1;D;0.003908654;1.284278298;2;0
6;5;1;E;0.003908654;1.284278298;2;0
6;5;1;F;0.003908654;1.284278298;2;0
6;5;1;G;0.003908654;1.284278298;2;0
6;5;2;A;0.015281391;0.28387873;0;2845
6;5;2;B;0.016013478;0.317502972;0;5197
6;5;2;C;0.012848598;0.546000118;0;2596
6;5;2;D;0.017162826;0.553774704;0;54
6;5;2;E;0.017162826;0.553774704;2;0
6;5;2;F;0.017162826;0.553774704;2;0
6;5;2;G;0.017162826;0.553774704;2;0
6;6;0;A;0.018157757;0.045506694;0;197
6;6;0;B;0.009645844;0.672191101;0;381
6;6;0;C;0.006373658;0.90212574;0;389
6;6;0;D;0.006373658;0.90212574;2;0
6;6;0;E;0.006373658;0.90212574;2;0
6;6;0;F;0.006373658;0.90212574;2;0
6;6;0;G;0.006373658;0.90212574;2;0
6;6;1;A;0.004702645;1.176006302;0;548
6;6;1;B;0.004926488;1.241547131;0;1552
6;6;1;C;0.004390098;1.230735325;0;432
6;6;1;D;0.004390098;1.230735325;2;0
6;6;1;E;0.004390098;1.230735325;2;0
6;6;1;F;0.004390098;1.230735325;2;0
6;6;1;G;0.004390098;1.230735325;2;0
6;6;2;A;0.013905339;0.354718836;0;2604
6;6;2;B;0.012609808;0.503406452;0;4141
6;6;2;C;0.011453571;0.56539588;0;1794
6;6;2;D;0.011453571;0.56539588;2;0
6;6;2;E;0.011453571;0.56539588;2;0
6;6;2;F;0.011453571;0.56539588;2;0
6;6;2;G;0.011453571;0.56539588;2;0
6;7;0;A;0.010487792;0.743271069;0;1136
6;7;0;B;0.005373876;1.154093517;0;654
6;7;0;C;0.005373876;1.154093517;2;0
6;7;0;D;0.005373876;1.154093517;2;0
6;7;0;E;0.005373876;1.154093517;2;0
6;7;0;F;0.005373876;1.154093517;2;0
6;7;0;G;0.005373876;1.154093517;2;0
6;7;1;A;0.010491971;0.775778335;0;960
6;7;1;B;0.008782312;0.866871676;0;957
6;7;1;C;0.006779697;1.076641197;0;177
6;7;1;D;0.006779697;1.076641197;2;0
6;7;1;E;0.006779697;1.076641197;2;0
6;7;1;F;0.006779697;1.076641197;2;0
6;7;1;G;0.006779697;1.076641197;2;0
6;7;2;A;0.008301978;0.796310525;0;3923
6;7;2;B;0.006765215;0.916221852;0;2217
6;7;2;C;0.011503679;0.825215666;0;378
6;7;2;D;0.011503679;0.825215666;2;0
6;7;2;E;0.011503679;0.825215666;2;0
6;7;2;F;0.011503679;0.825215666;2;0
6;7;2;G;0.011503679;0.825215666;2;0
6;8;0;A;0.010151279;0.820488947;0;2761
6;8;0;B;0.010456343;0.832631399;0;615
6;8;0;C;0.010456343;0.832631399;2;0
6;8;0;D;0.010456343;0.832631399;2;0
6;8;0;E;0.010456343;0.832631399;2;0
6;8;0;F;0.010456343;0.832631399;2;0
6;8;0;G;0.010456343;0.832631399;2;0
6;8;1;A;0.006500045;1.181554721;0;3467
6;8;1;B;0.010985749;0.818907851;0;599
6;8;1;C;0.010985749;0.818907851;2;0
6;8;1;D;0.010985749;0.818907851;2;0
6;8;1;E;0.010985749;0.818907851;2;0
6;8;1;F;0.010985749;0.818907851;2;0
6;8;1;G;0.010985749;0.818907851;2;0
6;8;2;A;0.006444807;0.989845651;0;8967
6;8;2;B;0.009049094;0.744927958;0;1107
6;8;2;C;0.006824764;0.857190067;0;237
6;8;2;D;0.008572116;0.674637195;0;63
6;8;2;E;0.008572116;0.674637195;2;0
6;8;2;F;0.008572116;0.674637195;2;0
6;8;2;G;0.008572116;0.674637195;2;0
6;9;0;A;0.006648244;1.012627192;0;1654
6;9;0;B;0.006089931;0.997509402;0;117
6;9;0;C;0.006089931;0.997509402;2;0
6;9;0;D;0.006089931;0.997509402;2;0
6;9;0;E;0.006089931;0.997509402;2;0
6;9;0;F;0.006089931;0.997509402;2;0
6;9;0;G;0.006089931;0.997509402;2;0
6;9;1;A;0.007544151;1.004406317;0;2279
6;9;1;B;0.008377343;0.935444729;0;152
6;9;1;C;0.008377343;0.935444729;2;0
6;9;1;D;0.008377343;0.935444729;2;0
6;9;1;E;0.008377343;0.935444729;2;0
6;9;1;F;0.008377343;0.935444729;2;0
6;9;1;G;0.008377343;0.935444729;2;0
6;9;2;A;0.008961181;0.837042374;0;5577
6;9;2;B;0.002197363;1.371052734;0;394
6;9;2;C;0.002197363;1.371052734;2;0
6;9;2;D;0.002197363;1.371052734;2;0
6;9;2;E;0.002197363;1.371052734;2;0
6;9;2;F;0.002197363;1.371052734;2;0
6;9;2;G;0.002197363;1.371052734;2;0
6;10;0;A;0.010168096;0.770956448;0;1766
6;10;0;B;0.010168096;0.770956448;2;0
6;10;0;C;0.010168096;0.770956448;2;0
6;10;0;D;0.010168096;0.770956448;2;0
6;10;0;E;0.010168096;0.770956448;2;0
6;10;0;F;0.010168096;0.770956448;2;0
6;10;0;G;0.010168096;0.770956448;2;0
6;10;1;A;0.008006957;0.974649999;0;865
6;10;1;B;0.002160441;0.980152063;0;237
6;10;1;C;0.005376344;0.88172043;0;184
6;10;1;D;0.005376344;0.88172043;2;0
6;10;1;E;0.005376344;0.88172043;2;0
6;10;1;F;0.005376344;0.88172043;2;0
6;10;1;G;0.005376344;0.88172043;2;0
6;10;2;A;0.009792961;0.707099035;0;1163
6;10;2;B;0.020301523;-0.031399065;0;83
6;10;2;C;0.020301523;-0.031399065;2;0
6;10;2;D;0.020301523;-0.031399065;2;0
6;10;2;E;0.020301523;-0.031399065;2;0
6;10;2;F;0.020301523;-0.031399065;2;0
6;10;2;G;0.020301523;-0.031399065;2;0
