'BU_CODE';'V01_Strategievariant'
'BU06420209';'s1b'
'BU06420301';'s1b'
'BU06420302';'s1b'
'BU06420303';'s1b'
'BU06420304';'s1b'
'BU06420305';'s1b'
'BU06420306';'s1b'
'BU06420307';'s1b'
'BU06420308';'s1b'
'BU06420309';'s1b'
'BU06420310';'s1b'
'BU06420311';'s1b'
'BU06420312';'s1b'
'BU06420313';'s1b'
'BU06420401';'s1b'
'BU06420402';'s1b'
'BU06420403';'s1b'
'BU06420404';'s1b'
'BU06420405';'s1b'
'BU06420406';'s1b'
'BU06420407';'s1b'
'BU06420408';'s1b'
'BU06420409';'s1b'
'BU06420410';'s1b'
'BU06420501';'s1b'
'BU06420502';'s1b'
'BU06420503';'s1b'
'BU06420504';'s1b'
'BU06420505';'s1b'
'BU06420506';'s1b'
'BU06420507';'s1b'
'BU06420508';'s1b'
'BU06420509';'s1b'
'BU06420510';'s1b'
'BU06420511';'s1b'
'BU06420512';'s1b'
'BU06420513';'s1b'
'BU06420514';'s1b'
'BU06420515';'s1b'
'BU06420601';'s1b'
'BU06420602';'s1b'
'BU06420603';'s1b'
'BU06420604';'s1b'
'BU06420605';'s1b'
'BU06420606';'s1b'
'BU06420607';'s1b'
'BU06420608';'s1b'
'BU06420609';'s1b'
'BU06420610';'s1b'
'BU06420701';'s1b'
'BU06420702';'s1b'
'BU06420703';'s1b'
'BU06420704';'s1b'
'BU06420705';'s1b'
'BU06420706';''
'BU06420707';'s1b'
'BU06420708';'s1b'
'BU06420801';'s1b'
'BU06420802';'s1b'
'BU06420803';'s1b'
'BU06420804';'s1b'
'BU06420805';'s1b'
'BU06420901';'s1b'
'BU06420902';'s1b'
'BU06420903';'s1b'
'BU06420904';'s1b'
'BU06420905';'s1b'
'BU06420906';'s1b'
'BU06420907';'s1b'
'BU06540101';'s1b'
'BU06540102';'s1b'
'BU06540201';'s1b'
'BU06540202';'s1b'
'BU06540203';'s1b'
'BU06540301';'s1b'
'BU06540302';'s1b'
'BU06540401';'s1b'
'BU06540402';'s1b'
'BU06540501';'s1b'
'BU06540502';'s1b'
'BU06540601';'s1b'
'BU06540602';'s1b'
'BU06540701';'s1b'
'BU06540702';'s1b'
'BU06540801';'s1b'
'BU06540802';'s1b'
'BU06540901';'s1b'
'BU06540902';'s1b'
'BU06540903';'s1b'
'BU06541001';'s1b'
'BU06541002';'s1b'
'BU06541101';'s1b'
'BU06541102';'s1b'
'BU06541201';'s1b'
'BU06541202';'s1b'
'BU06541301';'s1b'
'BU06541302';'s1b'
'BU06541401';'s1b'
'BU06541402';'s1b'
'BU06541501';'s1b'
'BU06541502';'s1b'
'BU06640101';'s1b'
'BU06640102';'s1b'
'BU06640103';'s1b'
'BU06640104';'s1b'
'BU06640105';'s1b'
'BU06640106';'s1b'
'BU06640107';'s1b'
'BU06640108';'s1b'
'BU06640109';'s1b'
'BU06640110';'s1b'
'BU06640111';'s1b'
'BU06640220';'s1b'
'BU06640229';'s1b'
'BU06640330';'s1b'
'BU06640331';'s1b'
'BU06640338';'s1b'
'BU06640339';'s1b'
'BU06640440';'s1b'
'BU06640449';'s1b'
'BU06640550';'s1b'
'BU06640551';'s1b'
'BU06640559';'s1b'
'BU06640660';'s1b'
'BU06640770';'s1b'
'BU06640778';'s1b'
'BU06640779';'s1b'
'BU06640880';'s1b'
'BU06640889';'s1b'
'BU06640990';'s1b'
'BU06680100';'s1b'
'BU06680101';'s1b'
'BU06680200';'s1b'
'BU06680201';'s1b'
'BU06680300';'s1b'
'BU06680301';'s1b'
'BU06680400';'s1b'
'BU06680401';'s1b'
'BU06680500';'s1b'
'BU06680501';'s1b'
'BU06680600';'s1b'
'BU06680601';'s1b'
'BU06680700';'s1b'
'BU06680701';'s1b'
'BU06680800';'s1b'
'BU06680801';'s1b'
'BU06770101';'s1b'
'BU06770102';'s1b'
'BU06770103';'s1b'
'BU06770104';'s1b'
'BU06770105';'s1b'
'BU06770106';'s1b'
'BU06770107';'s1b'
'BU06770108';'s1b'
'BU06770109';'s1b'
'BU06770110';'s1b'
'BU06770111';'s1b'
'BU06770201';'s1b'
'BU06770202';'s1b'
'BU06770203';'s1b'
'BU06770204';'s1b'
'BU06770301';'s1b'
'BU06770302';'s1b'
'BU06770303';'s1b'
'BU06770401';'s1b'
'BU06770402';'s1b'
'BU06770403';'s1b'
'BU06770501';'s1b'
'BU06770502';'s1b'
'BU06770601';'s1b'
'BU06770602';'s1b'
'BU06770701';'s1b'
'BU06770702';'s1b'
'BU06770801';'s1b'
'BU06770802';'s1b'
'BU06770803';'s1b'
'BU06770804';'s1b'
'BU06770805';'s1b'
'BU06770901';'s1b'
'BU06770902';'s1b'
'BU06771001';'s1b'
'BU06771002';'s1b'
'BU06771101';'s1b'
'BU06771102';'s1b'
'BU06771103';'s1b'
'BU06771201';'s1b'
'BU06771202';'s1b'
'BU06771301';'s1b'
'BU06771302';'s1b'
'BU06771401';'s1b'
'BU06771402';'s1b'
'BU06771501';'s1b'
'BU06771502';'s1b'
'BU06771503';'s1b'
'BU06780000';'s1b'
'BU06780009';'s1b'
'BU06780100';'s1b'
'BU06780109';'s1b'
'BU06780200';'s1b'
'BU06780209';'s1b'
'BU06870003';'s1b'
'BU06870004';'s1b'
'BU06870005';'s1b'
'BU06870006';'s1b'
'BU06870007';'s1b'
'BU06871008';'s1b'
'BU06871009';'s1b'
'BU06871010';'s1b'
'BU06871102';'s1b'
'BU06871111';'s1b'
'BU06871112';'s1b'
'BU06871213';'s1b'
'BU06871301';'s1b'
'BU06871314';'s1b'
'BU06871415';'s1b'
'BU06871416';'s1b'
'BU06871417';'s1b'
'BU06871518';'s1b'
'BU06871619';'s1b'
'BU06871620';'s1b'
'BU06871721';'s1b'
'BU06871768';'s1b'
'BU06871781';''
'BU06871822';'s1b'
'BU06871823';'s1b'
'BU06871824';'s1b'
'BU06871925';'s1b'
'BU06871926';'s1b'
'BU06872027';'s1b'
'BU06872028';'s1b'
'BU06872031';'s1b'
'BU06872032';'s1b'
'BU06872084';'s1b'
'BU06872933';'s1b'
'BU06872934';'s1b'
'BU06872935';'s1b'
'BU06872936';'s1b'
'BU06873037';'s1b'
'BU06873038';'s1b'
'BU06873039';'s1b'
'BU06873040';'s1b'
'BU06873041';'s1b'
'BU06873082';'s1b'
'BU06873083';'s1b'
'BU06873143';'s1b'
'BU06873144';'s1b'
'BU06873145';'s1b'
'BU06873171';'s1b'
'BU06873247';'s1b'
'BU06873248';'s1b'
'BU06873946';'s1b'
'BU06873950';'s1b'
'BU06873970';'s1b'
'BU06874051';'s1b'
'BU06874952';'s1b'
'BU06874953';'s1b'
'BU06874954';'s1b'
'BU06874955';'s1b'
'BU06874956';'s1b'
'BU06874957';'s1b'
'BU06875058';'s1b'
'BU06875059';'s1b'
'BU06875060';'s1b'
'BU06875061';'s1b'
'BU06875062';'s1b'
'BU06875063';'s1b'
'BU06875069';'s1b'
'BU06875085';'s1b'
'BU06875164';'s1b'
'BU06875265';'s1b'
'BU06875367';''
'BU06875966';'s1b'
'BU07030000';'s1b'
'BU07030001';'s1b'
'BU07030002';'s1b'
'BU07030006';'s1b'
'BU07030009';'s1b'
'BU07030100';'s1b'
'BU07030101';'s1b'
'BU07030102';'s1b'
'BU07030106';'s1b'
'BU07030109';'s1b'
'BU07030200';'s1b'
'BU07030201';'s1b'
'BU07030202';'s1b'
'BU07030206';'s1b'
'BU07030209';'s1b'
'BU07030300';'s1b'
'BU07030309';'s1b'
'BU07030400';'s1b'
'BU07030401';'s1b'
'BU07030402';'s1b'
'BU07030403';'s1b'
'BU07030406';'s1b'
'BU07030409';'s1b'
'BU07030500';'s1b'
'BU07030501';'s1b'
'BU07030509';'s1b'
'BU07030600';'s1b'
'BU07030609';'s1b'
'BU07150101';'s1b'
'BU07150201';'s1b'
'BU07150301';'s1b'
'BU07150401';'s1b'
'BU07150501';'s1b'
'BU07150601';'s1b'
'BU07150701';'s1b'
'BU07150801';'s1b'
'BU07150901';'s1b'
'BU07151001';'s1b'
'BU07151101';'s1b'
'BU07151201';'s1b'
'BU07151301';'s1b'
'BU07151401';'s1b'
'BU07151501';'s1b'
'BU07151601';'s1b'
'BU07151701';'s1b'
'BU07151801';'s1b'
'BU07151901';'s1b'
'BU07152001';'s1b'
'BU07152101';'s1b'
'BU07152102';'s1b'
'BU07152103';'s1b'
'BU07152104';'s1b'
'BU07152105';'s1b'
'BU07152201';'s1b'
'BU07152202';'s1b'
'BU07152203';'s1b'
'BU07152204';'s1b'
'BU07152301';'s1b'
'BU07152302';'s1b'
'BU07152303';'s1b'
'BU07152304';'s1b'
'BU07152305';'s1b'
'BU07152401';'s1b'
'BU07152501';'s1b'
'BU07152601';'s1b'
'BU07152701';'s1b'
'BU07152801';'s1b'
'BU07152901';'s1b'
'BU07153001';'s1b'
'BU07160000';'s1b'
'BU07160009';'s1b'
'BU07160100';'s1b'
'BU07160109';'s1b'
'BU07160200';'s1b'
'BU07160209';'s1b'
'BU07160300';'s1b'
'BU07160309';'s1b'
'BU07160400';'s1b'
'BU07160409';'s1b'
'BU07160500';'s1b'
'BU07160509';'s1b'
'BU07160600';'s1b'
'BU07160609';'s1b'
'BU07160700';'s1b'
'BU07160709';'s1b'
'BU07160710';'s1b'
'BU07170000';'s1b'
'BU07170001';'s1b'
'BU07170002';'s1b'
'BU07170009';'s1b'
'BU07170100';'s1b'
'BU07170109';'s1b'
'BU07170200';'s1b'
'BU07170201';'s1b'
'BU07170209';'s1b'
'BU07170300';'s1b'
'BU07170309';'s1b'
'BU07170400';'s1b'
'BU07170409';'s1b'
'BU07170500';'s1b'
'BU07170501';'s1b'
'BU07170502';'s1b'
'BU07170508';'s1b'
'BU07170509';'s1b'
'BU07170600';'s1b'
'BU07170609';'s1b'
'BU07170700';'s1b'
'BU07170709';'s1b'
'BU07170800';'s1b'
'BU07170809';'s1b'
'BU07170900';'s1b'
'BU07170901';'s1b'
'BU07170908';'s1b'
'BU07170909';'s1b'
'BU07171000';'s1b'
'BU07171001';'s1b'
'BU07171008';'s1b'
'BU07171009';'s1b'
'BU07171100';'s1b'
'BU07171101';'s1b'
'BU07171109';'s1b'
'BU07171200';'s1b'
'BU07171201';'s1b'
'BU07171209';'s1b'
'BU07180100';'s1b'
'BU07180101';'s1b'
'BU07180102';'s1b'
'BU07180103';'s1b'
'BU07180200';'s1b'
'BU07180201';'s1b'
'BU07180202';'s1b'
'BU07180203';'s1b'
'BU07180204';'s1b'
'BU07180205';'s1b'
'BU07180206';'s1b'
'BU07180207';'s1b'
'BU07180208';'s1b'
'BU07180209';'s1b'
'BU07180300';'s1b'
'BU07180301';'s1b'
'BU07180302';'s1b'
'BU07180303';'s1b'
'BU07180400';'s1b'
'BU07180401';'s1b'
'BU07180402';'s1b'
'BU07180403';'s1b'
'BU07180405';'s1b'
'BU07180406';'s1b'
'BU07180407';'s1b'
'BU07180408';'s1b'
'BU07180500';'s1b'
'BU07180501';'s1b'
'BU07180502';'s1b'
'BU07180503';'s1b'
'BU07180504';'s1b'
'BU07180505';'s1b'
'BU07180506';'s1b'
'BU07180507';'s1b'
'BU07180600';'s1b'
'BU07180601';'s1b'
'BU07180602';'s1b'
'BU07180603';'s1b'
'BU07180700';'s1b'
'BU07180701';'s1b'
'BU07180702';''
'BU07180800';'s1b'
'BU07360101';'s1b'
'BU07360102';'s1b'
'BU07360103';'s1b'
'BU07360104';'s1b'
'BU07360105';'s1b'
'BU07360106';'s1b'
'BU07360107';'s1b'
'BU07360108';'s1b'
'BU07360201';'s1b'
'BU07360202';'s1b'
'BU07360301';'s1b'
'BU07360401';'s1b'
'BU07360402';'s1b'
'BU07360403';'s1b'
'BU07360404';'s1b'
'BU07360501';'s1b'
'BU07360502';'s1b'
'BU07360601';'s1b'
'BU07360602';'s1b'
'BU07360603';'s1b'
'BU07360701';'s1b'
'BU07360702';'s1b'
'BU07360703';'s1b'
'BU07360801';'s1b'
'BU07360802';'s1b'
'BU07370000';'s1b'
'BU07370009';'s1b'
'BU07370100';'s1b'
'BU07370101';'s1b'
'BU07370102';'s1b'
'BU07370108';'s1b'
'BU07370109';'s1b'
'BU07370200';'s1b'
'BU07370201';'s1b'
'BU07370208';'s1b'
'BU07370209';'s1b'
'BU07370300';'s1b'
'BU07370309';'s1b'
'BU07370400';'s1b'
'BU07370401';'s1b'
'BU07370408';'s1b'
'BU07370409';'s1b'
'BU07370500';'s1b'
'BU07370501';''
'BU07370508';'s1b'
'BU07370509';'s1b'
'BU07370600';'s1b'
'BU07370609';'s1b'
'BU07370700';'s1b'
'BU07370701';'s1b'
'BU07370708';'s1b'
'BU07370709';'s1b'
'BU07370800';'s1b'
'BU07370809';'s1b'
'BU07370900';'s1b'
'BU07370909';'s1b'
'BU07430101';'s1b'
'BU07430102';'s1b'
'BU07430103';''
'BU07430201';'s1b'
'BU07430202';'s1b'
'BU07430301';'s1b'
'BU07430302';'s1b'
'BU07430303';'s1b'
'BU07430401';'s1b'
'BU07430402';'s1b'
'BU07430403';'s1b'
'BU07430404';'s1b'
'BU07430405';'s1b'
'BU07430501';'s1b'
'BU07430502';'s1b'
'BU07430503';'s1b'
'BU07430504';'s1b'
'BU07430601';'s1b'
'BU07430602';'s1b'
'BU07430603';'s1b'
'BU07430701';'s1b'
'BU07430702';'s1b'
'BU07430801';'s1b'
'BU07430802';'s1b'
'BU07430901';''
'BU07431001';'s1b'
'BU07431002';'s1b'
'BU07431101';'s1b'
'BU07440101';'s1b'
'BU07440102';'s1b'
'BU07440103';'s1b'
'BU07440104';'s1b'
'BU07440105';'s1b'
'BU07440106';'s1b'
'BU07440107';'s1b'
'BU07440201';'s1b'
'BU07440202';'s1b'
'BU07440301';'s1b'
'BU07480000';'s1b'
'BU07480001';'s1b'
'BU07480002';'s1b'
'BU07480003';'s1b'
'BU07480004';'s1b'
'BU07480005';'s1b'
'BU07480006';'s1b'
'BU07480100';'s1b'
'BU07480101';'s1b'
'BU07480102';'s1b'
'BU07480103';'s1b'
'BU07480200';'s1b'
'BU07480201';'s1b'
'BU07480202';'s1b'
'BU07480203';'s1b'
'BU07480204';'s1b'
'BU07480205';'s1b'
'BU07480206';'s1b'
'BU07480208';'s1b'
'BU07480209';'s1b'
'BU07480300';'s1b'
'BU07480301';'s1b'
'BU07480302';'s1b'
'BU07480306';'s1b'
'BU07480308';'s1b'
'BU07480309';''
'BU07480400';'s1b'
'BU07480401';'s1b'
'BU07480402';'s1b'
'BU07480403';'s1b'
'BU07480404';'s1b'
'BU07480405';'s1b'
'BU07480408';'s1b'
'BU07480409';'s1b'
'BU07480500';'s1b'
'BU07480507';'s1b'
'BU07480508';'s1b'
'BU07480509';'s1b'
'BU07530001';'s1b'
'BU07530002';'s1b'
'BU07530003';'s1b'
'BU07530004';'s1b'
'BU07530005';'s1b'
'BU07530006';'s1b'
'BU07530007';'s1b'
'BU07530008';'s1b'
'BU07530009';'s1b'
'BU07530010';'s1b'
'BU07530011';'s1b'
'BU07530012';'s1b'
'BU07530013';'s1b'
'BU07530014';'s1b'
'BU07530015';'s1b'
'BU07530016';'s1b'
'BU07530017';'s1b'
'BU07530018';'s1b'
'BU07530019';'s1b'
'BU07550000';'s1b'
'BU07550005';'s1b'
'BU07550006';'s1b'
'BU07550007';'s1b'
'BU07550008';'s1b'
'BU07550009';'s1b'
'BU07550100';'s1b'
'BU07550109';'s1b'
'BU07570000';'s1b'
'BU07570001';'s1b'
'BU07570002';'s1b'
'BU07570003';'s1b'
'BU07570004';'s1b'
'BU07570005';'s1b'
'BU07570006';'s1b'
'BU07570007';'s1b'
'BU07570008';'s1b'
'BU07570009';'s1b'
'BU07570100';'s1b'
'BU07570109';'s1b'
'BU07570200';'s1b'
'BU07570206';'s1b'
'BU07570207';'s1b'
'BU07570208';'s1b'
'BU07570209';'s1b'
'BU07573000';'s1b'
'BU07573100';'s1b'
'BU07580001';'s1b'
'BU07580002';'s1b'
'BU07580003';'s1b'
'BU07580004';'s1b'
'BU07580005';'s1b'
'BU07580006';'s1b'
'BU07580100';'s1b'
'BU07580101';'s1b'
'BU07580102';'s1b'
'BU07580103';'s1b'
'BU07580104';'s1b'
'BU07580105';'s1b'
'BU07580106';'s1b'
'BU07580107';'s1b'
'BU07580200';'s1b'
'BU07580201';'s1b'
'BU07580202';'s1b'
'BU07580203';'s1b'
'BU07580204';'s1b'
'BU07580205';'s1b'
'BU07580300';'s1b'
'BU07580301';'s1b'
'BU07580302';'s1b'
'BU07580303';'s1b'
'BU07580309';'s1b'
'BU07580400';'s1b'
'BU07580401';'s1b'
'BU07580500';'s1b'
'BU07580501';'s1b'
'BU07580502';'s1b'
'BU07580503';'s1b'
'BU07580504';'s1b'
'BU07580505';'s1b'
'BU07580506';'s1b'
'BU07580507';'s1b'
'BU07580508';'s1b'
'BU07580509';'s1b'
'BU07580600';'s1b'
'BU07580601';'s1b'
'BU07580602';'s1b'
'BU07580603';'s1b'
'BU07580604';'s1b'
'BU07580605';'s1b'
'BU07580606';'s1b'
'BU07580607';'s1b'
'BU07580609';'s1b'
'BU07580700';'s1b'
'BU07580701';'s1b'
'BU07580709';'s1b'
'BU07580800';'s1b'
'BU07580809';'s1b'
'BU07580900';'s1b'
'BU07580909';'s1b'
'BU07581000';'s1b'
'BU07581008';'s1b'
'BU07581009';'s1b'
'BU07620000';'s1b'
'BU07620001';'s1b'
'BU07620002';'s1b'
'BU07620003';'s1b'
'BU07620004';'s1b'
'BU07620005';'s1b'
'BU07620006';'s1b'
'BU07620007';'s1b'
'BU07620009';'s1b'
'BU07620100';'s1b'
'BU07620109';'s1b'
'BU07620200';'s1b'
'BU07620209';'s1b'
'BU07620300';'s1b'
'BU07620309';'s1b'
'BU07620400';'s1b'
'BU07620409';'s1b'
'BU07650000';'s1b'
'BU07650009';'s1b'
'BU07650100';'s1b'
'BU07650101';'s1b'
'BU07650109';'s1b'
'BU07660101';'s1b'
'BU07660102';'s1b'
'BU07660103';'s1b'
'BU07660104';'s1b'
'BU07660105';'s1b'
'BU07660106';'s1b'
'BU07660107';'s1b'
'BU07660108';'s1b'
'BU07660109';'s1b'
'BU07660110';'s1b'
'BU07660111';'s1b'
'BU07660112';'s1b'
'BU07660113';'s1b'
'BU07660114';'s1b'
'BU07660115';'s1b'
'BU07660216';'s1b'
'BU07660217';'s1b'
'BU07700000';'s1b'
'BU07700001';'s1b'
'BU07700002';'s1b'
'BU07700003';'s1b'
'BU07700004';'s1b'
'BU07700005';'s1b'
'BU07700006';'s1b'
'BU07700007';'s1b'
'BU07700008';'s1b'
'BU07700009';'s1b'
'BU07700010';'s1b'
'BU07700100';'s1b'
'BU07700101';'s1b'
'BU07700102';'s1b'
'BU07700109';'s1b'
'BU07700200';'s1b'
'BU07700209';'s1b'
'BU07700300';'s1b'
'BU07700309';'s1b'
'BU07700400';'s1b'
'BU07700409';'s1b'
'BU07700500';'s1b'
'BU07700501';'s1b'
'BU07700509';'s1b'
'BU07721110';'s1b'
'BU07721120';'s1b'
'BU07721130';'s1b'
'BU07721140';'s1b'
'BU07721150';'s1b'
'BU07722110';'s1b'
'BU07722120';'s1b'
'BU07722130';'s1b'
'BU07722140';'s1b'
'BU07722150';'s1b'
'BU07722160';'s1b'
'BU07722170';'s1b'
'BU07722180';'s1b'
'BU07722210';'s1b'
'BU07722220';'s1b'
'BU07722230';'s1b'
'BU07722240';'s1b'
'BU07722250';'s1b'
'BU07722260';'s1b'
'BU07722300';'s1b'
'BU07722310';'s1b'
'BU07722320';'s1b'
'BU07722330';'s1b'
'BU07722340';'s1b'
'BU07722350';'s1b'
'BU07722360';'s1b'
'BU07722370';'s1b'
'BU07722380';'s1b'
'BU07722390';''
'BU07722399';'s1b'
'BU07723110';'s1b'
'BU07723120';'s1b'
'BU07723210';'s1b'
'BU07723220';'s1b'
'BU07723280';'s1b'
'BU07723330';'s1b'
'BU07723340';'s1b'
'BU07723350';'s1b'
'BU07723360';'s1b'
'BU07723370';'s1b'
'BU07724100';'s1b'
'BU07724110';'s1b'
'BU07724120';'s1b'
'BU07724130';'s1b'
'BU07724140';'s1b'
'BU07724210';'s1b'
'BU07724220';'s1b'
'BU07724230';'s1b'
'BU07724240';'s1b'
'BU07724250';'s1b'
'BU07724260';'s1b'
'BU07724310';'s1b'
'BU07724320';'s1b'
'BU07724330';'s1b'
'BU07724340';'s1b'
'BU07724350';'s1b'
'BU07724360';'s1b'
'BU07725110';'s1b'
'BU07725120';'s1b'
'BU07725130';'s1b'
'BU07725140';'s1b'
'BU07725150';'s1b'
'BU07725160';'s1b'
'BU07725200';'s1b'
'BU07725210';'s1b'
'BU07725220';'s1b'
'BU07725230';'s1b'
'BU07725240';'s1b'
'BU07725310';'s1b'
'BU07725320';'s1b'
'BU07725330';'s1b'
'BU07725340';'s1b'
'BU07725350';'s1b'
'BU07725410';'s1b'
'BU07725420';'s1b'
'BU07725430';'s1b'
'BU07725440';'s1b'
'BU07725450';'s1b'
'BU07725460';'s1b'
'BU07726110';'s1b'
'BU07726120';'s1b'
'BU07726130';'s1b'
'BU07726140';'s1b'
'BU07726150';'s1b'
'BU07726160';'s1b'
'BU07726210';'s1b'
'BU07726220';'s1b'
'BU07726230';'s1b'
'BU07726240';'s1b'
'BU07726250';'s1b'
'BU07726260';'s1b'
'BU07726270';'s1b'
'BU07726280';'s1b'
'BU07726310';'s1b'
'BU07726320';'s1b'
'BU07726330';'s1b'
'BU07726340';'s1b'
'BU07726350';'s1b'
'BU07726360';'s1b'
'BU07726370';'s1b'
'BU07726380';'s1b'
'BU07726390';'s1b'
'BU07726399';'s1b'
'BU07727110';'s1b'
'BU07727120';'s1b'
'BU07727130';'s1b'
'BU07727210';'s1b'
'BU07727220';'s1b'
'BU07727230';'s1b'
'BU07727240';'s1b'
'BU07727250';'s1b'
'BU07727260';'s1b'
'BU07727270';'s1b'
'BU07727310';'s1b'
'BU07727320';'s1b'
'BU07727330';'s1b'
'BU07770000';'s1b'
'BU07770001';'s1b'
'BU07770002';'s1b'
'BU07770003';'s1b'
'BU07770004';'s1b'
'BU07770005';'s1b'
'BU07770100';'s1b'
'BU07770200';'s1b'
'BU07771000';'s1b'
'BU07771001';'s1b'
'BU07771002';'s1b'
'BU07771003';'s1b'
'BU07771004';'s1b'
'BU07771005';'s1b'
'BU07771006';'s1b'
'BU07771007';'s1b'
'BU07771008';'s1b'
'BU07771009';'s1b'
'BU07771010';'s1b'
'BU07771011';'s1b'
'BU07771012';'s1b'
'BU07771013';'s1b'
'BU07771014';'s1b'
'BU07771015';'s1b'
'BU07771100';'s1b'
'BU07771200';'s1b'
'BU07771201';'s1b'
'BU07771202';'s1b'
'BU07771203';'s1b'
'BU07772000';'s1b'
'BU07772001';'s1b'
'BU07772002';'s1b'
'BU07772003';'s1b'
'BU07772004';'s1b'
'BU07772005';'s1b'
'BU07772006';'s1b'
'BU07772007';'s1b'
'BU07772008';'s1b'
'BU07772009';'s1b'
'BU07772010';'s1b'
'BU07772011';'s1b'
'BU07772100';'s1b'
'BU07772200';'s1b'
'BU07772300';'s1b'
'BU07772301';'s1b'
'BU07772302';'s1b'
'BU07772303';'s1b'
'BU07790000';'s1b'
'BU07790001';'s1b'
'BU07790002';'s1b'
'BU07790009';'s1b'
'BU07790100';'s1b'
'BU07790109';'s1b'
'BU07790200';'s1b'
'BU07790201';'s1b'
'BU07790202';'s1b'
'BU07790203';'s1b'
'BU07790209';'s1b'
'BU07840101';'s1b'
'BU07840102';'s1b'
'BU07840103';'s1b'
'BU07840104';'s1b'
'BU07840105';'s1b'
'BU07840106';'s1b'
'BU07840107';'s1b'
'BU07840108';'s1b'
'BU07840109';'s1b'
'BU07840110';'s1b'
'BU07840111';'s1b'
'BU07840112';'s1b'
'BU07840113';'s1b'
'BU07840201';'s1b'
'BU07840202';'s1b'
'BU07840203';'s1b'
'BU07840204';'s1b'
'BU07840205';'s1b'
'BU07840206';'s1b'
'BU07840207';'s1b'
'BU07840208';'s1b'
'BU07840209';'s1b'
'BU07840301';'s1b'
'BU07840302';'s1b'
'BU07840401';'s1b'
'BU07840402';'s1b'
'BU07850101';'s1b'
'BU07850202';'s1b'
'BU07850303';'s1b'
'BU07850304';'s1b'
'BU07850405';'s1b'
'BU07850406';'s1b'
'BU07850507';'s1b'
'BU07850608';'s1b'
'BU07850709';'s1b'
'BU07850710';'s1b'
'BU07850811';'s1b'
'BU07850812';'s1b'
'BU07850813';'s1b'
'BU07850914';'s1b'
'BU07850915';'s1b'
'BU07850916';'s1b'
'BU07850917';'s1b'
'BU07850918';'s1b'
'BU07851019';'s1b'
'BU07851120';'s1b'
'BU07851121';'s1b'
'BU07851122';'s1b'
'BU07851223';'s1b'
'BU07851324';'s1b'
'BU07851325';'s1b'
'BU07851426';'s1b'
'BU07852027';'s1b'
'BU07852028';'s1b'
'BU07852129';'s1b'
'BU07852230';'s1b'
'BU07852331';'s1b'
'BU07941000';'s1b'
'BU07941002';'s1b'
'BU07941003';'s1b'
'BU07941004';'s1b'
'BU07941005';'s1b'
'BU07941006';'s1b'
'BU07941007';'s1b'
'BU07941100';'s1b'
'BU07941101';'s1b'
'BU07941102';'s1b'
'BU07941200';'s1b'
'BU07941201';'s1b'
'BU07941202';'s1b'
'BU07941300';'s1b'
'BU07941301';'s1b'
'BU07941302';'s1b'
'BU07941303';'s1b'
'BU07941309';'s1b'
'BU07941400';'s1b'
'BU07941401';'s1b'
'BU07941402';'s1b'
'BU07941404';'s1b'
'BU07941409';'s1b'
'BU07941500';'s1b'
'BU07941501';'s1b'
'BU07941600';'s1b'
'BU07941601';'s1b'
'BU07941609';'s1b'
'BU07941700';'s1b'
'BU07941701';'s1b'
'BU07941709';'s1b'
'BU07941801';'s1b'
'BU07941802';'s1b'
'BU07941809';'s1b'
'BU07941900';'s1b'
'BU07941909';'s1b'
'BU07942100';'s1b'
'BU07942101';'s1b'
'BU07942102';'s1b'
'BU07942103';'s1b'
'BU07942104';'s1b'
'BU07942105';'s1b'
'BU07942901';'s1b'
'BU07942902';'s1b'
'BU07960101';'s1b'
'BU07960102';'s1b'
'BU07960103';'s1b'
'BU07960104';'s1b'
'BU07960105';'s1b'
'BU07960106';'s1b'
'BU07960201';''
'BU07960202';'s1b'
'BU07960203';'s1b'
'BU07960204';'s1b'
'BU07960205';'s1b'
'BU07960206';'s1b'
'BU07960207';'s1b'
'BU07960208';'s1b'
'BU07960209';'s1b'
'BU07960210';'s1b'
'BU07960211';'s1b'
'BU07960212';'s1b'
'BU07960301';'s1b'
'BU07960302';'s1b'
'BU07960303';'s1b'
'BU07960304';'s1b'
'BU07960305';'s1b'
'BU07960306';'s1b'
'BU07960401';'s1b'
'BU07960402';'s1b'
'BU07960403';'s1b'
'BU07960501';'s1b'
'BU07960502';'s1b'
'BU07960503';'s1b'
'BU07960504';'s1b'
'BU07960505';'s1b'
'BU07960506';'s1b'
'BU07960507';'s1b'
'BU07960601';'s1b'
'BU07960602';'s1b'
'BU07960603';'s1b'
'BU07960604';'s1b'
'BU07960605';'s1b'
'BU07960606';'s1b'
'BU07960607';'s1b'
'BU07960608';'s1b'
'BU07960609';'s1b'
'BU07960701';'s1b'
'BU07960702';'s1b'
'BU07960703';'s1b'
'BU07960704';'s1b'
'BU07960705';'s1b'
'BU07960706';'s1b'
'BU07960707';'s1b'
'BU07960708';'s1b'
'BU07960798';'s1b'
'BU07960799';'s1b'
'BU07960801';'s1b'
'BU07960802';'s1b'
'BU07960803';'s1b'
'BU07960804';'s1b'
'BU07960901';'s1b'
'BU07960902';'s1b'
'BU07960903';'s1b'
'BU07960904';'s1b'
'BU07960905';'s1b'
'BU07960906';'s1b'
'BU07960907';'s1b'
'BU07960908';'s1b'
'BU07960909';'s1b'
'BU07960910';'s1b'
'BU07960911';'s1b'
