Jaar;P_CO2;RAT_CO2_KWH;P_CO2_KWH;KG_PC_COM_EXCL_CO2;KG_PC_CO2;KG_PC_DIS;KG_PC_TRANS;KG_PC_NET;KG_PC_SDE;KG_PC_BEL_EL;KG_PC_BTW;KG_P;KMG_PC_COM_EXCL_CO2;KMG_PC_CO2;KMG_PC_DIS;KMG_PC_TRANS;KMG_PC_NET;KMG_PC_SDE;KMG_PC_BEL_EL;KMG_PC_BTW;KMG_P;MMG_PC_COM_EXCL_CO2;MMG_PC_CO2;MMG_PC_DIS;MMG_PC_TRANS;MMG_PC_NET;MMG_PC_SDE;MMG_PC_BEL_EL;MMG_PC_BTW;MMG_P;GG_PC_COM_EXCL_CO2;GG_PC_CO2;GG_PC_DIS;GG_PC_TRANS;GG_PC_NET;GG_PC_SDE;GG_PC_BEL_EL;GG_PC_BTW;GG_P
2020;21,54;0,3;0,006;0,057;0,006;0,001;0;0,001;0,025;0,094;0,039;0,223;0,045;0,006;0,022;0;0,022;0,021;0,042;0;0,136;0,047;0,006;0,033;0;0,033;0,01;0,014;0;0,11;0,041;0,006;0,001;0;0,001;0;0,001;0;0,049
2021;21,51;0,281;0,006;0,054;0,006;0,001;0;0,001;0,027;0,094;0,038;0,221;0,043;0,006;0,022;0;0,022;0,023;0,042;0;0,135;0,044;0,006;0,033;0;0,033;0,011;0,014;0;0,108;0,038;0,006;0,001;0;0,001;0;0,001;0;0,046
2022;24,35;0,269;0,007;0,059;0,007;0,001;0;0,001;0,028;0,094;0,039;0,227;0,047;0,007;0,022;0;0,022;0,023;0,042;0;0,139;0,048;0,007;0,033;0;0,033;0,011;0,014;0;0,112;0,041;0,007;0,001;0;0,001;0;0,001;0;0,05
2023;27,2;0,245;0,007;0,063;0,007;0,001;0;0,001;0,029;0,094;0,041;0,234;0,05;0,007;0,022;0;0,022;0,024;0,042;0;0,144;0,052;0,007;0,033;0;0,033;0,011;0,014;0;0,116;0,045;0,007;0,001;0;0,001;0;0,001;0;0,053
2024;30,04;0,225;0,007;0,067;0,007;0,001;0;0,001;0,03;0,094;0,042;0,241;0,053;0,007;0,022;0;0,022;0,025;0,042;0;0,148;0,055;0,007;0,033;0;0,033;0,012;0,014;0;0,12;0,047;0,007;0,001;0;0,001;0;0,001;0;0,056
2025;32,88;0,21;0,007;0,072;0,007;0,001;0;0,001;0,031;0,094;0,043;0,248;0,057;0,007;0,022;0;0,022;0,026;0,042;0;0,154;0,059;0,007;0,033;0;0,033;0,012;0,014;0;0,125;0,051;0,007;0,001;0;0,001;0;0,001;0;0,06
2026;35,73;0,195;0,007;0,073;0,007;0,001;0;0,001;0,029;0,094;0,043;0,247;0,058;0,007;0,022;0;0,022;0,024;0,042;0;0,152;0,06;0,007;0,033;0;0,033;0,011;0,014;0;0,125;0,052;0,007;0,001;0;0,001;0;0,001;0;0,061
2027;38,57;0,181;0,007;0,074;0,007;0,001;0;0,001;0,028;0,094;0,043;0,247;0,059;0,007;0,022;0;0,022;0,023;0,042;0;0,153;0,061;0,007;0,033;0;0,033;0,011;0,014;0;0,126;0,053;0,007;0,001;0;0,001;0;0,001;0;0,062
2028;41,41;0,169;0,007;0,075;0,007;0,001;0;0,001;0,028;0,094;0,043;0,248;0,059;0,007;0,022;0;0,022;0,023;0,042;0;0,153;0,062;0,007;0,033;0;0,033;0,011;0,014;0;0,126;0,053;0,007;0,001;0;0,001;0;0,001;0;0,062
2029;44,26;0,158;0,007;0,075;0,007;0,001;0;0,001;0,03;0,094;0,043;0,25;0,06;0,007;0,022;0;0,022;0,025;0,042;0;0,155;0,062;0,007;0,033;0;0,033;0,012;0,014;0;0,127;0,053;0,007;0,001;0;0,001;0;0,001;0;0,063
2030;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,001;0;0,001;0;0,001;0;0,065
2031;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2032;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2033;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2034;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2035;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2036;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2037;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2038;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2039;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2040;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2041;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2042;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2043;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2044;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2045;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2046;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2047;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2048;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2049;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2050;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2051;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2052;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2053;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2054;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2055;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2056;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2057;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2058;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2059;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2060;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2061;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2062;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2063;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2064;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2065;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2066;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2067;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2068;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2069;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2070;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2071;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2072;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2073;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2074;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2075;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2076;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2077;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2078;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2079;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
2080;47,1;0;0,004;0,081;0,004;0,001;0;0,001;0,031;0,094;0,044;0,255;0,065;0,004;0,022;0;0,022;0,026;0,042;0;0,158;0,067;0,004;0,033;0;0,033;0,012;0,014;0;0,13;0,058;0,004;0,017;0;0,017;0;0,001;0;0,081
