;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
52;0.202761905;-0.081090909;3.364329004;0.971064935;2.06025974;1.155038961;0.689108225;1.589705628;0.706614719;0.32412987;1.101125541;1.480632035;0.953307359;1.62361039;2.445714286;1.66552381;0.755212121;1.518164502;1.195887446;0.226329004;1.643125541;0.571246753;0.1344329;0.738311688;3.707108225;0.199168831;-0.099142857;0.569324675;1.764233766;0.952614719;3.002554113;0.057099567;1.126606061;0.087497835;0.629047619;0.466606061;2.56595671;1.419125541;1.696614719;3.418554113;0.150709957;0.953307359;2.04161039;0.308225108;0.827082251;3.862;0.692242424;0.132987013;3.495004329;0.663419913
53;0.201047619;-0.086831169;3.426926407;0.985818182;2.097272727;1.173662338;0.700458874;1.615900433;0.718926407;0.325350649;1.118658009;1.505125541;0.969463203;1.652948052;2.491428571;1.694238095;0.767082251;1.540320346;1.214134199;0.226354978;1.672372294;0.577909091;0.133835498;0.749155844;3.779601732;0.199727273;-0.105142857;0.574376623;1.795831169;0.967212121;3.061515152;0.05521645;1.145255411;0.085510823;0.636904762;0.471683983;2.614930736;1.439943723;1.727497835;3.480515152;0.151021645;0.967320346;2.079233766;0.309588745;0.838588745;3.935142857;0.702930736;0.131493506;3.558978355;0.673614719
54;0.199333333;-0.092571429;3.48952381;1.000571429;2.134285714;1.192285714;0.711809524;1.642095238;0.731238095;0.326571429;1.136190476;1.529619048;0.985619048;1.682285714;2.537142857;1.722952381;0.778952381;1.56247619;1.232380952;0.226380952;1.701619048;0.584571429;0.133238095;0.76;3.852095238;0.200285714;-0.111142857;0.579428571;1.827428571;0.981809524;3.12047619;0.053333333;1.163904762;0.08352381;0.644761905;0.476761905;2.663904762;1.460761905;1.758380952;3.54247619;0.151333333;0.981333333;2.116857143;0.310952381;0.850095238;4.008285714;0.713619048;0.13;3.622952381;0.683809524
55;0.197619048;-0.098311688;3.552121212;1.015324675;2.171298701;1.210909091;0.723160173;1.668290043;0.743549784;0.327792208;1.153722944;1.554112554;1.001774892;1.711623377;2.582857143;1.751666667;0.790822511;1.584632035;1.250627706;0.226406926;1.730865801;0.591233766;0.132640693;0.770844156;3.924588745;0.200844156;-0.117142857;0.584480519;1.859025974;0.996406926;3.179437229;0.051450216;1.182554113;0.081536797;0.652619048;0.481839827;2.712878788;1.481580087;1.789264069;3.604437229;0.151645022;0.99534632;2.154480519;0.312316017;0.861601732;4.081428571;0.724307359;0.128506494;3.686926407;0.694004329
56;0.195904762;-0.104051948;3.614718615;1.030077922;2.208311688;1.229532468;0.734510823;1.694484848;0.755861472;0.329012987;1.171255411;1.578606061;1.017930736;1.740961039;2.628571429;1.780380952;0.802692641;1.606787879;1.268874459;0.2264329;1.760112554;0.597896104;0.13204329;0.781688312;3.997082251;0.201402597;-0.123142857;0.589532468;1.890623377;1.011004329;3.238398268;0.0495671;1.201203463;0.079549784;0.66047619;0.486917749;2.761852814;1.502398268;1.820147186;3.666398268;0.15195671;1.009359307;2.192103896;0.313679654;0.873108225;4.154571429;0.734995671;0.127012987;3.750900433;0.704199134
57;0.194190476;-0.109792208;3.677316017;1.044831169;2.245324675;1.248155844;0.745861472;1.720679654;0.76817316;0.330233766;1.188787879;1.603099567;1.03408658;1.770298701;2.674285714;1.809095238;0.814562771;1.628943723;1.287121212;0.226458874;1.789359307;0.604558442;0.131445887;0.792532468;4.069575758;0.201961039;-0.129142857;0.594584416;1.922220779;1.025601732;3.297359307;0.047683983;1.219852814;0.077562771;0.668333333;0.491995671;2.81082684;1.52321645;1.851030303;3.728359307;0.152268398;1.023372294;2.229727273;0.31504329;0.884614719;4.227714286;0.745683983;0.125519481;3.814874459;0.714393939
58;0.19247619;-0.115532468;3.73991342;1.059584416;2.282337662;1.266779221;0.757212121;1.746874459;0.780484848;0.331454545;1.206320346;1.627593074;1.050242424;1.799636364;2.72;1.837809524;0.8264329;1.651099567;1.305367965;0.226484848;1.818606061;0.611220779;0.130848485;0.803376623;4.142069264;0.202519481;-0.135142857;0.599636364;1.953818182;1.040199134;3.356320346;0.045800866;1.238502165;0.075575758;0.676190476;0.497073593;2.859800866;1.544034632;1.88191342;3.790320346;0.152580087;1.037385281;2.267350649;0.316406926;0.896121212;4.300857143;0.756372294;0.124025974;3.878848485;0.724588745
59;0.190761905;-0.121272727;3.802510823;1.074337662;2.319350649;1.285402597;0.768562771;1.773069264;0.792796537;0.332675325;1.223852814;1.65208658;1.066398268;1.828974026;2.765714286;1.86652381;0.83830303;1.673255411;1.323614719;0.226510823;1.847852814;0.617883117;0.130251082;0.814220779;4.214562771;0.203077922;-0.141142857;0.604688312;1.985415584;1.054796537;3.415281385;0.043917749;1.257151515;0.073588745;0.684047619;0.502151515;2.908774892;1.564852814;1.912796537;3.852281385;0.152891775;1.051398268;2.304974026;0.317770563;0.907627706;4.374;0.767060606;0.122532468;3.942822511;0.73478355
60;0.189047619;-0.127012987;3.865108225;1.089090909;2.356363636;1.304025974;0.77991342;1.799264069;0.805108225;0.333896104;1.241385281;1.676580087;1.082554113;1.858311688;2.811428571;1.895238095;0.85017316;1.695411255;1.341861472;0.226536797;1.877099567;0.624545455;0.12965368;0.825064935;4.287056277;0.203636364;-0.147142857;0.60974026;2.017012987;1.069393939;3.474242424;0.042034632;1.275800866;0.071601732;0.691904762;0.507229437;2.957748918;1.585670996;1.943679654;3.914242424;0.153203463;1.065411255;2.342597403;0.319134199;0.919134199;4.447142857;0.777748918;0.121038961;4.006796537;0.744978355
61;0.187333333;-0.132753247;3.927705628;1.103844156;2.393376623;1.322649351;0.791264069;1.825458874;0.817419913;0.335116883;1.258917749;1.701073593;1.098709957;1.887649351;2.857142857;1.923952381;0.86204329;1.7175671;1.360108225;0.226562771;1.90634632;0.631207792;0.129056277;0.835909091;4.359549784;0.204194805;-0.153142857;0.614792208;2.04861039;1.083991342;3.533203463;0.040151515;1.294450216;0.069614719;0.699761905;0.512307359;3.006722944;1.606489177;1.974562771;3.976203463;0.153515152;1.079424242;2.380220779;0.320497835;0.930640693;4.520285714;0.788437229;0.119545455;4.070770563;0.75517316
62;0.185619048;-0.138493506;3.99030303;1.118597403;2.43038961;1.341272727;0.802614719;1.85165368;0.829731602;0.336337662;1.276450216;1.7255671;1.114865801;1.916987013;2.902857143;1.952666667;0.87391342;1.739722944;1.378354978;0.226588745;1.935593074;0.63787013;0.128458874;0.846753247;4.43204329;0.204753247;-0.159142857;0.619844156;2.080207792;1.098588745;3.592164502;0.038268398;1.313099567;0.067627706;0.707619048;0.517385281;3.05569697;1.627307359;2.005445887;4.038164502;0.15382684;1.093437229;2.417844156;0.321861472;0.942147186;4.593428571;0.799125541;0.118051948;4.134744589;0.765367965
63;0.183904762;-0.144233766;4.052900433;1.133350649;2.467402597;1.359896104;0.813965368;1.877848485;0.84204329;0.337558442;1.293982684;1.750060606;1.131021645;1.946324675;2.948571429;1.981380952;0.88578355;1.761878788;1.396601732;0.226614719;1.964839827;0.644532468;0.127861472;0.857597403;4.504536797;0.205311688;-0.165142857;0.624896104;2.111805195;1.113186147;3.651125541;0.036385281;1.331748918;0.065640693;0.71547619;0.522463203;3.104670996;1.648125541;2.036329004;4.100125541;0.154138528;1.107450216;2.455467532;0.323225108;0.95365368;4.666571429;0.809813853;0.116558442;4.198718615;0.775562771
64;0.182190476;-0.149974026;4.115497835;1.148103896;2.504415584;1.378519481;0.825316017;1.90404329;0.854354978;0.338779221;1.311515152;1.774554113;1.147177489;1.975662338;2.994285714;2.010095238;0.89765368;1.784034632;1.414848485;0.226640693;1.99408658;0.651194805;0.127264069;0.868441558;4.577030303;0.20587013;-0.171142857;0.629948052;2.143402597;1.12778355;3.71008658;0.034502165;1.350398268;0.06365368;0.723333333;0.527541126;3.153645022;1.668943723;2.067212121;4.16208658;0.154450216;1.121463203;2.493090909;0.324588745;0.965160173;4.739714286;0.820502165;0.115064935;4.262692641;0.785757576
65;0.18047619;-0.155714286;4.178095238;1.162857143;2.541428571;1.397142857;0.836666667;1.930238095;0.866666667;0.34;1.329047619;1.799047619;1.163333333;2.005;3.04;2.038809524;0.90952381;1.806190476;1.433095238;0.226666667;2.023333333;0.657857143;0.126666667;0.879285714;4.64952381;0.206428571;-0.177142857;0.635;2.175;1.142380952;3.769047619;0.032619048;1.369047619;0.061666667;0.731190476;0.532619048;3.202619048;1.689761905;2.098095238;4.224047619;0.154761905;1.13547619;2.530714286;0.325952381;0.976666667;4.812857143;0.831190476;0.113571429;4.326666667;0.795952381
66;0.178761905;-0.161454545;4.240692641;1.17761039;2.578441558;1.415766234;0.848017316;1.9564329;0.878978355;0.341220779;1.346580087;1.823541126;1.179489177;2.034337662;3.085714286;2.06752381;0.921393939;1.82834632;1.451341991;0.226692641;2.052580087;0.664519481;0.126069264;0.89012987;4.722017316;0.206987013;-0.183142857;0.640051948;2.206597403;1.156978355;3.828008658;0.030735931;1.38769697;0.059679654;0.739047619;0.53769697;3.251593074;1.710580087;2.128978355;4.286008658;0.155073593;1.149489177;2.568337662;0.327316017;0.98817316;4.886;0.841878788;0.112077922;4.390640693;0.806147186
67;0.177047619;-0.167194805;4.303290043;1.192363636;2.615454545;1.43438961;0.859367965;1.982627706;0.891290043;0.342441558;1.364112554;1.848034632;1.195645022;2.063675325;3.131428571;2.096238095;0.933264069;1.850502165;1.469588745;0.226718615;2.08182684;0.671181818;0.125471861;0.900974026;4.794510823;0.207545455;-0.189142857;0.645103896;2.238194805;1.171575758;3.886969697;0.028852814;1.40634632;0.057692641;0.746904762;0.542774892;3.3005671;1.731398268;2.159861472;4.347969697;0.155385281;1.163502165;2.605961039;0.328679654;0.999679654;4.959142857;0.8525671;0.110584416;4.454614719;0.816341991
68;0.175333333;-0.172935065;4.365887446;1.207116883;2.652467532;1.453012987;0.870718615;2.008822511;0.903601732;0.343662338;1.381645022;1.872528139;1.211800866;2.093012987;3.177142857;2.124952381;0.945134199;1.872658009;1.487835498;0.226744589;2.111073593;0.677844156;0.124874459;0.911818182;4.867004329;0.208103896;-0.195142857;0.650155844;2.269792208;1.18617316;3.945930736;0.026969697;1.424995671;0.055705628;0.754761905;0.547852814;3.349541126;1.75221645;2.190744589;4.409930736;0.15569697;1.177515152;2.643584416;0.33004329;1.011186147;5.032285714;0.863255411;0.109090909;4.518588745;0.826536797
69;0.173619048;-0.178675325;4.428484848;1.22187013;2.689480519;1.471636364;0.882069264;2.035017316;0.91591342;0.344883117;1.399177489;1.897021645;1.22795671;2.122350649;3.222857143;2.153666667;0.957004329;1.894813853;1.506082251;0.226770563;2.140320346;0.684506494;0.124277056;0.922662338;4.939497835;0.208662338;-0.201142857;0.655207792;2.30138961;1.200770563;4.004891775;0.02508658;1.443645022;0.053718615;0.762619048;0.552930736;3.398515152;1.773034632;2.221627706;4.471891775;0.156008658;1.191528139;2.681207792;0.331406926;1.022692641;5.105428571;0.873943723;0.107597403;4.582562771;0.836731602
70;0.171904762;-0.184415584;4.491082251;1.236623377;2.726493506;1.49025974;0.893419913;2.061212121;0.928225108;0.346103896;1.416709957;1.921515152;1.244112554;2.151688312;3.268571429;2.182380952;0.968874459;1.916969697;1.524329004;0.226796537;2.1695671;0.691168831;0.123679654;0.933506494;5.011991342;0.209220779;-0.207142857;0.66025974;2.332987013;1.215367965;4.063852814;0.023203463;1.462294372;0.051731602;0.77047619;0.558008658;3.447489177;1.793852814;2.252510823;4.533852814;0.156320346;1.205541126;2.718831169;0.332770563;1.034199134;5.178571429;0.884632035;0.106103896;4.646536797;0.846926407
71;0.170190476;-0.190155844;4.553679654;1.251376623;2.763506494;1.508883117;0.904770563;2.087406926;0.940536797;0.347324675;1.434242424;1.946008658;1.260268398;2.181025974;3.314285714;2.211095238;0.980744589;1.939125541;1.542575758;0.226822511;2.198813853;0.697831169;0.123082251;0.944350649;5.084484848;0.209779221;-0.213142857;0.665311688;2.364584416;1.229965368;4.122813853;0.021320346;1.480943723;0.049744589;0.778333333;0.56308658;3.496463203;1.814670996;2.283393939;4.595813853;0.156632035;1.219554113;2.756454545;0.334134199;1.045705628;5.251714286;0.895320346;0.10461039;4.710510823;0.857121212
72;0.16847619;-0.195896104;4.616277056;1.26612987;2.800519481;1.527506494;0.916121212;2.113601732;0.952848485;0.348545455;1.451774892;1.970502165;1.276424242;2.210363636;3.36;2.239809524;0.992614719;1.961281385;1.560822511;0.226848485;2.228060606;0.704493506;0.122484848;0.955194805;5.156978355;0.210337662;-0.219142857;0.670363636;2.396181818;1.244562771;4.181774892;0.019437229;1.499593074;0.047757576;0.786190476;0.568164502;3.545437229;1.835489177;2.314277056;4.657774892;0.156943723;1.2335671;2.794077922;0.335497835;1.057212121;5.324857143;0.906008658;0.103116883;4.774484848;0.867316017
73;0.166761905;-0.201636364;4.678874459;1.280883117;2.837532468;1.54612987;0.927471861;2.139796537;0.965160173;0.349766234;1.469307359;1.994995671;1.292580087;2.239701299;3.405714286;2.26852381;1.004484848;1.983437229;1.579069264;0.226874459;2.257307359;0.711155844;0.121887446;0.966038961;5.229471861;0.210896104;-0.225142857;0.675415584;2.427779221;1.259160173;4.240735931;0.017554113;1.518242424;0.045770563;0.794047619;0.573242424;3.594411255;1.856307359;2.345160173;4.719735931;0.157255411;1.247580087;2.831701299;0.336861472;1.068718615;5.398;0.91669697;0.101623377;4.838458874;0.877510823
