Jaar;P_CO2;RAT_CO2_KWH;P_CO2_KWH;KG_PC_COM_EXCL_CO2;KG_PC_CO2;KG_PC_DIS;KG_PC_TRANS;KG_PC_NET;KG_PC_SDE;KG_PC_BEL_EL;KG_PC_BTW;KG_P;KMG_PC_COM_EXCL_CO2;KMG_PC_CO2;KMG_PC_DIS;KMG_PC_TRANS;KMG_PC_NET;KMG_PC_SDE;KMG_PC_BEL_EL;KMG_PC_BTW;KMG_P;MMG_PC_COM_EXCL_CO2;MMG_PC_CO2;MMG_PC_DIS;MMG_PC_TRANS;MMG_PC_NET;MMG_PC_SDE;MMG_PC_BEL_EL;MMG_PC_BTW;MMG_P;GG_PC_COM_EXCL_CO2;GG_PC_CO2;GG_PC_DIS;GG_PC_TRANS;GG_PC_NET;GG_PC_SDE;GG_PC_BEL_EL;GG_PC_BTW;GG_P;GLAST_PC_COM_EXCL_CO2;GLAST_PC_CO2;GLAST_PC_DIS;GLAST_PC_TRANS;GLAST_PC_NET;GLAST_PC_SDE;GLAST_PC_BEL_EL;GLAST_PC_BTW;GLAST_P
2036;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2037;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2038;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2039;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2040;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2041;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2042;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2043;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2044;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2045;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2046;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2047;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2048;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2049;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2050;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2051;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2052;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2053;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2054;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2055;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2056;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2057;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2058;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2059;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2060;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2061;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2062;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2063;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2064;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2065;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2066;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2067;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2068;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2069;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2070;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2071;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2072;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2073;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2074;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2075;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2076;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2077;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2078;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2079;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
2080;47.1;1.78;0;0.368;0;0;0;0;0.086;0.321;0.163;0.937;0.322;0;0;0;0;0.084;0.321;0;0.726;0.256;0;0;0;0;0.026;0.062;0;0.344;0.256;0;0;0;0;0.005;0.023;0;0.284;0.256;0;0;0;0;0.01;0.051;0;0.317
