type_str,bouwjaar_str,Default_label,Vrv_N_asl,Vrv_N_opp,Vrv_G_asl,Vrv_G_opp,Vrv_F_asl,Vrv_F_opp,Vrv_E_asl,Vrv_E_opp,Vrv_D_asl,Vrv_D_opp,Vrv_C_asl,Vrv_C_opp,Vrv_B_asl,Vrv_B_opp,Vrv_A_asl,Vrv_A_opp,Vvent_asl,Vvent_opp,Vww_asl,Vww_opp,Ve_asl,Ve_opp,Vk_asl,Vk_opp,Ki_SGB_min_asl,Ki_SGB_min_opp,Ki_SGB_max_asl,Ki_SGB_max_opp,Ki_SFB_min_asl,Ki_SFB_min_opp,Ki_SFB_max_asl,Ki_SFB_max_opp,Ki_SEB_min_asl,Ki_SEB_min_opp,Ki_SEB_max_asl,Ki_SEB_max_opp,Ki_SDB_min_asl,Ki_SDB_min_opp,Ki_SDB_max_asl,Ki_SDB_max_opp,Ki_SCB_min_asl,Ki_SCB_min_opp,Ki_SCB_max_asl,Ki_SCB_max_opp,Ki_SGA_min_asl,Ki_SGA_min_opp,Ki_SGA_max_asl,Ki_SGA_max_opp,Ki_SFA_min_asl,Ki_SFA_min_opp,Ki_SFA_max_asl,Ki_SFA_max_opp,Ki_SEA_min_asl,Ki_SEA_min_opp,Ki_SEA_max_asl,Ki_SEA_max_opp,Ki_SDA_min_asl,Ki_SDA_min_opp,Ki_SDA_max_asl,Ki_SDA_max_opp,Ki_SCA_min_asl,Ki_SCA_min_opp,Ki_SCA_max_asl,Ki_SCA_max_opp,Ki_SBA_min_asl,Ki_SBA_min_opp,Ki_SBA_max_asl,Ki_SBA_max_opp
Gezondheidszorg,1990<=1995,B,0,0.453116019,0,0.453116019,0,0.453116019,0,0.453116019,0,0.453116019,0,0.453116019,0,0.453116019,0,0.192615807,0,0,0,0.038334258,0,0.232,0,0.032290345,0,116.8378378,0,197.0858,0,116.8378,0,197.0858,0,116.8378,0,197.0858,0,116.8378,0,197.0858,0,116.8378,0,197.0858,0,144.5339,0,240.4396,0,144.5339,0,240.4396,0,144.5339,0,240.4396,0,144.5339,0,240.4396,0,144.5339,0,240.4396,0,125,0,199
Gezondheidszorg,1995<=2019,B,0,0.377296416,0,0.377296416,0,0.377296416,0,0.377296416,0,0.377296416,0,0.377296416,0,0.377296416,0,0.19546814,0,0,0,0.038334258,0,0.232,0,0.032290345,0,111.0462129,0,192.718,0,111.0462,0,192.718,0,111.0462,0,192.718,0,111.0462,0,192.718,0,111.0462,0,192.718,0,139.4359,0,236.8679,0,139.4359,0,236.8679,0,139.4359,0,236.8679,0,139.4359,0,236.8679,0,139.4359,0,236.8679,0,125,0,199
Gezondheidszorg,onbekend,D,0,0.619830123,0,0.619830123,0,0.619830123,0,0.619830123,0,0.619830123,0,0.288253506,0,0.288253506,0,0.201777454,0,0,0,0.038334258,0,0.232,0,0.032290345,0,120.389306,0,200.9565,0,120.3893,0,200.9565,0,120.3893,0,200.9565,0,120.3893,0,200.9565,0,120.3893,0,200.9565,0,147.66,0,243.6048,0,147.66,0,243.6048,0,147.66,0,243.6048,0,147.66,0,243.6048,0,147.66,0,243.6048,0,125,0,199
Logies,0<=1920,G,0,0.723986115,0,0.723986115,0,0.723986115,0,0.723986115,0,0.723986115,0,0.198224152,0,0.198224152,0,0.138756906,0,0,0,0.03745301,0,0.089,0,0.155846796,0,124,0,170,0,124,0,170,0,124,0,170,0,124,0,170,0,124,0,170,0,149,0,204,0,149,0,204,0,149,0,204,0,149,0,204,0,149,0,204,0,118,0,161
Logies,1920<=1975,E,0,0.582886015,0,0.582886015,0,0.582886015,0,0.582886015,0,0.582886015,0,0.582886015,0,0.198224152,0,0.138756906,0,0,0,0.03745301,0,0.089,0,0.155846796,0,123.4813487,0,169.2625,0,123.4813,0,169.2625,0,123.4813,0,169.2625,0,123.4813,0,169.2625,0,123.4813,0,169.2625,0,148.5353,0,203.3694,0,148.5353,0,203.3694,0,148.5353,0,203.3694,0,148.5353,0,203.3694,0,148.5353,0,203.3694,0,118,0,161
Logies,1975<=1990,C,0,0.323539149,0,0.323539149,0,0.323539149,0,0.323539149,0,0.323539149,0,0.198224152,0,0.198224152,0,0.138756906,0,0,0,0.03745301,0,0.089,0,0.155846796,0,114.4737516,0,163.5982,0,114.4738,0,163.5982,0,114.4738,0,163.5982,0,114.4738,0,163.5982,0,114.4738,0,163.5982,0,140.4741,0,198.5258,0,140.4741,0,198.5258,0,140.4741,0,198.5258,0,140.4741,0,198.5258,0,140.4741,0,198.5258,0,118.0295,0,161
Logies,1990<=1995,B,0,0.302422208,0,0.302422208,0,0.302422208,0,0.302422208,0,0.302422208,0,0.302422208,0,0.302422208,0,0.138756906,0,0,0,0.03745301,0,0.089,0,0.155846796,0,112.0498506,0,159.9108,0,112.0499,0,159.9108,0,112.0499,0,159.9108,0,112.0499,0,159.9108,0,112.0499,0,159.9108,0,138.3023,0,195.3726,0,138.3023,0,195.3726,0,138.3023,0,195.3726,0,138.3023,0,195.3726,0,138.3023,0,195.3726,0,118.0295,0,161
Logies,1995<=2019,B,0,0.259615483,0,0.259615483,0,0.259615483,0,0.259615483,0,0.259615483,0,0.259615483,0,0.259615483,0,0.138756906,0,0,0,0.03745301,0,0.089,0,0.155846796,0,107.2867264,0,156.5307,0,107.2867,0,156.5307,0,107.2867,0,156.5307,0,107.2867,0,156.5307,0,107.2867,0,156.5307,0,134.0346,0,192.4822,0,134.0346,0,192.4822,0,134.0346,0,192.4822,0,134.0346,0,192.4822,0,134.0346,0,192.4822,0,118.0295,0,161
Logies,onbekend,D,0,0.400588267,0,0.400588267,0,0.400588267,0,0.400588267,0,0.400588267,0,0.205033605,0,0.205033605,0,0.143523524,0,0,0,0.03745301,0,0.089,0,0.155846796,0,114.15621,0,162.0823,0,114.1562,0,162.0823,0,114.1562,0,162.0823,0,114.1562,0,162.0823,0,114.1562,0,162.0823,0,140.1801,0,197.2295,0,140.1801,0,197.2295,0,140.1801,0,197.2295,0,140.1801,0,197.2295,0,140.1801,0,197.2295,0,118,0,161
Onderwijs,0<=1920,G,0,0.517455923,0,0.517455923,0,0.517455923,0,0.517455923,0,0.517455923,0,0.111871429,0,0.111871429,0,0.07831,0,0,0,0.004616057,0,0.151,0,0.004133429,0,112,0,167,0,112,0,167,0,112,0,167,0,112,0,167,0,112,0,167,0,134,0,201,0,134,0,201,0,134,0,201,0,134,0,201,0,134,0,201,0,106,0,159
Onderwijs,1920<=1975,E,0,0.390441057,0,0.390441057,0,0.390441057,0,0.390441057,0,0.390441057,0,0.390441057,0,0.111885195,0,0.078319636,0,0,0,0.004616057,0,0.151,0,0.004133429,0,111.5368643,0,166.2596,0,111.5369,0,166.2596,0,111.5369,0,166.2596,0,111.5369,0,166.2596,0,111.5369,0,166.2596,0,133.5964,0,200.4273,0,133.5964,0,200.4273,0,133.5964,0,200.4273,0,133.5964,0,200.4273,0,133.5964,0,200.4273,0,106.0271,0,159
Onderwijs,1975<=1990,C,0,0.208941646,0,0.208941646,0,0.208941646,0,0.208941646,0,0.208941646,0,0.111932551,0,0.111932551,0,0.078352785,0,0,0,0.004616057,0,0.151,0,0.004133429,0,99.4756291,0,160.1053,0,99.47563,0,160.1053,0,99.47563,0,160.1053,0,99.47563,0,160.1053,0,99.47563,0,160.1053,0,122.8472,0,195.667,0,122.8472,0,195.667,0,122.8472,0,195.667,0,122.8472,0,195.667,0,122.8472,0,195.667,0,106,0,159
Onderwijs,1990<=1995,B,0,0.201582601,0,0.201582601,0,0.201582601,0,0.201582601,0,0.201582601,0,0.201582601,0,0.201582601,0,0.078359575,0,0,0,0.004616057,0,0.151,0,0.004133429,0,97.49498507,0,156.4405,0,97.49499,0,156.4405,0,97.49499,0,156.4405,0,97.49499,0,156.4405,0,97.49499,0,156.4405,0,121.0835,0,192.8251,0,121.0835,0,192.8251,0,121.0835,0,192.8251,0,121.0835,0,192.8251,0,121.0835,0,192.8251,0,106,0,159
Onderwijs,1995<=2019,B,0,0.157546041,0,0.157546041,0,0.157546041,0,0.157546041,0,0.157546041,0,0.157546041,0,0.157546041,0,0.078379777,0,0,0,0.004616057,0,0.151,0,0.004133429,0,91.22787265,0,152.8034,0,91.22787,0,152.8034,0,91.22787,0,152.8034,0,91.22787,0,152.8034,0,91.22787,0,152.8034,0,115.5115,0,190.0191,0,115.5115,0,190.0191,0,115.5115,0,190.0191,0,115.5115,0,190.0191,0,115.5115,0,190.0191,0,106.0271,0,159
Onderwijs,onbekend,D,0,0.280997955,0,0.280997955,0,0.280997955,0,0.280997955,0,0.280997955,0,0.116319658,0,0.116319658,0,0.08142376,0,0,0,0.004616057,0,0.151,0,0.004133429,0,101.6632061,0,160.1608,0,101.6632,0,160.1608,0,101.6632,0,160.1608,0,101.6632,0,160.1608,0,101.6632,0,160.1608,0,124.804,0,195.71,0,124.804,0,195.71,0,124.804,0,195.71,0,124.804,0,195.71,0,124.804,0,195.71,0,106.0271,0,159
Industrie,0<=1920,G,0,0.415427096,0,0.415427096,0,0.415427096,0,0.415427096,0,0.415427096,0,0.08867127,0,0.08867127,0,0.062069889,0,0,0,0.003776774,0,0.086,0,0.012400286,0,151,0,217,0,151,0,217,0,151,0,217,0,151,0,217,0,151,0,217,0,181,0,260,0,181,0,260,0,181,0,260,0,181,0,260,0,181,0,260,0,144,0,206
Industrie,1920<=1975,E,0,0.323110284,0,0.323110284,0,0.323110284,0,0.323110284,0,0.323110284,0,0.323110284,0,0.088861186,0,0.06220283,0,0,0,0.003776774,0,0.086,0,0.012400286,0,150.3829651,0,216.0554,0,150.383,0,216.0554,0,150.383,0,216.0554,0,150.383,0,216.0554,0,150.383,0,216.0554,0,180.4274,0,259.2279,0,180.4274,0,259.2279,0,180.4274,0,259.2279,0,180.4274,0,259.2279,0,180.4274,0,259.2279,0,143.9446,0,206
Industrie,1975<=1990,C,0,0.167643629,0,0.167643629,0,0.167643629,0,0.167643629,0,0.167643629,0,0.089416217,0,0.089416217,0,0.062591352,0,0,0,0.003776774,0,0.086,0,0.012400286,0,139.7776785,0,208.5387,0,139.7777,0,208.5387,0,139.7777,0,208.5387,0,139.7777,0,208.5387,0,139.7777,0,208.5387,0,170.8837,0,253.2282,0,170.8837,0,253.2282,0,170.8837,0,253.2282,0,170.8837,0,253.2282,0,170.8837,0,253.2282,0,143.9446,0,206
Industrie,1990<=1995,B,0,0.15428224,0,0.15428224,0,0.15428224,0,0.15428224,0,0.15428224,0,0.15428224,0,0.15428224,0,0.062675157,0,0,0,0.003776774,0,0.086,0,0.012400286,0,136.7889158,0,203.7352,0,136.7889,0,203.7352,0,136.7889,0,203.7352,0,136.7889,0,203.7352,0,136.7889,0,203.7352,0,168.2115,0,249.3838,0,168.2115,0,249.3838,0,168.2115,0,249.3838,0,168.2115,0,249.3838,0,168.2115,0,249.3838,0,144,0,206
Industrie,1995<=2019,B,0,0.126764549,0,0.126764549,0,0.126764549,0,0.126764549,0,0.126764549,0,0.126764549,0,0.126764549,0,0.062922991,0,0,0,0.003776774,0,0.086,0,0.012400286,0,131.1777551,0,199.3739,0,131.1778,0,199.3739,0,131.1778,0,199.3739,0,131.1778,0,199.3739,0,131.1778,0,199.3739,0,163.1447,0,245.8933,0,163.1447,0,245.8933,0,163.1447,0,245.8933,0,163.1447,0,245.8933,0,163.1447,0,245.8933,0,143.9446,0,206
Industrie,onbekend,D,0,0.213136845,0,0.213136845,0,0.213136845,0,0.213136845,0,0.213136845,0,0.092315794,0,0.092315794,0,0.064621056,0,0,0,0.003776774,0,0.086,0,0.012400286,0,139.7005491,0,207.0916,0,139.7005,0,207.0916,0,139.7005,0,207.0916,0,139.7005,0,207.0916,0,139.7005,0,207.0916,0,170.8143,0,252.07,0,170.8143,0,252.07,0,170.8143,0,252.07,0,170.8143,0,252.07,0,170.8143,0,252.07,0,143.9446,0,206
Bijeenkomst,0<=1920,G,0,0.560795468,0,0.560795468,0,0.560795468,0,0.560795468,0,0.560795468,0,0.151367605,0,0.151367605,0,0.105957324,0,0,0,0.033487398,0,0.129,0,0.176084063,0,155,0,221,0,155,0,221,0,155,0,221,0,155,0,221,0,155,0,221,0,185,0,265,0,185,0,265,0,185,0,265,0,185,0,265,0,185,0,265,0,147,0,210
Bijeenkomst,1920<=1975,E,0,0.806258686,0,0.806258686,0,0.806258686,0,0.806258686,0,0.806258686,0,0.806258686,0,0.273425196,0,0.191397637,0,0,0,0.033487398,0,0.129,0,0.176084063,0,154.3406751,0,219.9962,0,154.3407,0,219.9962,0,154.3407,0,219.9962,0,154.3407,0,219.9962,0,154.3407,0,219.9962,0,184.4235,0,264.1576,0,184.4235,0,264.1576,0,184.4235,0,264.1576,0,184.4235,0,264.1576,0,184.4235,0,264.1576,0,147,0,210
Bijeenkomst,1975<=1990,C,0,0.610197728,0,0.610197728,0,0.610197728,0,0.610197728,0,0.610197728,0,0.366842441,0,0.366842441,0,0.256789709,0,0,0,0.033487398,0,0.129,0,0.176084063,0,141.8867569,0,212.1111,0,141.8868,0,212.1111,0,141.8868,0,212.1111,0,141.8868,0,212.1111,0,141.8868,0,212.1111,0,173.5344,0,257.5405,0,173.5344,0,257.5405,0,173.5344,0,257.5405,0,173.5344,0,257.5405,0,173.5344,0,257.5405,0,147,0,210
Bijeenkomst,1990<=1995,B,0,0.619237267,0,0.619237267,0,0.619237267,0,0.619237267,0,0.619237267,0,0.619237267,0,0.619237267,0,0.269037423,0,0,0,0.033487398,0,0.129,0,0.176084063,0,138.8099064,0,207.1211,0,138.8099,0,207.1211,0,138.8099,0,207.1211,0,138.8099,0,207.1211,0,138.8099,0,207.1211,0,170.8313,0,253.3652,0,170.8313,0,253.3652,0,170.8313,0,253.3652,0,170.8313,0,253.3652,0,170.8313,0,253.3652,0,146.9619,0,210
Bijeenkomst,1995<=2019,B,0,0.435770119,0,0.435770119,0,0.435770119,0,0.435770119,0,0.435770119,0,0.435770119,0,0.435770119,0,0.231633899,0,0,0,0.033487398,0,0.129,0,0.176084063,0,132.245959,0,202.4948,0,132.246,0,202.4948,0,132.246,0,202.4948,0,132.246,0,202.4948,0,132.246,0,202.4948,0,165.1049,0,249.4829,0,165.1049,0,249.4829,0,165.1049,0,249.4829,0,165.1049,0,249.4829,0,165.1049,0,249.4829,0,147,0,210
Bijeenkomst,onbekend,D,0,0.632280146,0,0.632280146,0,0.632280146,0,0.632280146,0,0.632280146,0,0.263533269,0,0.263533269,0,0.184473288,0,0,0,0.033487398,0,0.129,0,0.176084063,0,145.901314,0,213.6678,0,145.9013,0,213.6678,0,145.9013,0,213.6678,0,145.9013,0,213.6678,0,145.9013,0,213.6678,0,177.0317,0,258.8469,0,177.0317,0,258.8469,0,177.0317,0,258.8469,0,177.0317,0,258.8469,0,177.0317,0,258.8469,0,146.9619,0,210
Sport,0<=1920,G,0,0.724791492,0,0.724791492,0,0.724791492,0,0.724791492,0,0.724791492,0,0.214911431,0,0.214911431,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,181,0,281,0,181,0,281,0,181,0,281,0,181,0,281,0,181,0,281,0,217,0,337,0,217,0,337,0,217,0,337,0,217,0,337,0,217,0,337,0,172,0,267
Sport,1920<=1975,E,0,0.544171907,0,0.544171907,0,0.544171907,0,0.544171907,0,0.544171907,0,0.544171907,0,0.214911431,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,180.0391436,0,279.4522,0,180.0391,0,279.4522,0,180.0391,0,279.4522,0,180.0391,0,279.4522,0,180.0391,0,279.4522,0,216.1809,0,335.7613,0,216.1809,0,335.7613,0,216.1809,0,335.7613,0,216.1809,0,335.7613,0,216.1809,0,335.7613,0,172,0,267
Sport,1975<=1990,C,0,0.329260473,0,0.329260473,0,0.329260473,0,0.329260473,0,0.329260473,0,0.214911431,0,0.214911431,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,162.6064637,0,266.9342,0,162.6065,0,266.9342,0,162.6065,0,266.9342,0,162.6065,0,266.9342,0,162.6065,0,266.9342,0,201.3116,0,325.6692,0,201.3116,0,325.6692,0,201.3116,0,325.6692,0,201.3116,0,325.6692,0,201.3116,0,325.6692,0,171.9753,0,267
Sport,1990<=1995,B,0,0.32547952,0,0.32547952,0,0.32547952,0,0.32547952,0,0.32547952,0,0.32547952,0,0.32547952,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,158.1295066,0,259.2516,0,158.1295,0,259.2516,0,158.1295,0,259.2516,0,158.1295,0,259.2516,0,158.1295,0,259.2516,0,197.4953,0,319.4755,0,197.4953,0,319.4755,0,197.4953,0,319.4755,0,197.4953,0,319.4755,0,197.4953,0,319.4755,0,171.9753,0,267
Sport,1995<=2019,B,0,0.276025048,0,0.276025048,0,0.276025048,0,0.276025048,0,0.276025048,0,0.276025048,0,0.276025048,0,0.150438002,0,0,0,0.003776774,0,0.454,0,0.086802003,0,148.9327383,0,252.1566,0,148.9327,0,252.1566,0,148.9327,0,252.1566,0,148.9327,0,252.1566,0,148.9327,0,252.1566,0,189.6556,0,313.7555,0,189.6556,0,313.7555,0,189.6556,0,313.7555,0,189.6556,0,313.7555,0,189.6556,0,313.7555,0,171.9753,0,267
Sport,onbekend,D,0,0.389907353,0,0.389907353,0,0.389907353,0,0.389907353,0,0.389907353,0,0.222799623,0,0.222799623,0,0.155959736,0,0,0,0.003776774,0,0.454,0,0.086802003,0,162.7120522,0,265.0474,0,162.7121,0,265.0474,0,162.7121,0,265.0474,0,162.7121,0,265.0474,0,162.7121,0,265.0474,0,201.4016,0,324.1481,0,201.4016,0,324.1481,0,201.4016,0,324.1481,0,201.4016,0,324.1481,0,201.4016,0,324.1481,0,171.9753,0,267
Overig,0<=1920,G,0,0.227744373,0,0.227744373,0,0.227744373,0,0.227744373,0,0.227744373,0,0.048814225,0,0.048814225,0,0.034169957,0,0,0,0.003776774,0,0.454,0,0.086802003,0,125,0,186,0,125,0,186,0,125,0,186,0,125,0,186,0,125,0,186,0,150,0,224,0,150,0,224,0,150,0,224,0,150,0,224,0,150,0,224,0,119,0,177
Overig,1920<=1975,E,0,0.165521952,0,0.165521952,0,0.165521952,0,0.165521952,0,0.165521952,0,0.165521952,0,0.048814225,0,0.034169957,0,0,0,0.003776774,0,0.454,0,0.086802003,0,124.4098862,0,185.0511,0,124.4099,0,185.0511,0,124.4099,0,185.0511,0,124.4099,0,185.0511,0,124.4099,0,185.0511,0,149.5114,0,223.256,0,149.5114,0,223.256,0,149.5114,0,223.256,0,149.5114,0,223.256,0,149.5114,0,223.256,0,119,0,177
Overig,1975<=1990,C,0,0.089303509,0,0.089303509,0,0.089303509,0,0.089303509,0,0.089303509,0,0.048814225,0,0.048814225,0,0.034169957,0,0,0,0.003776774,0,0.454,0,0.086802003,0,108.6850875,0,176.6941,0,108.6851,0,176.6941,0,108.6851,0,176.6941,0,108.6851,0,176.6941,0,108.6851,0,176.6941,0,136.4917,0,216.7774,0,136.4917,0,216.7774,0,136.4917,0,216.7774,0,136.4917,0,216.7774,0,136.4917,0,216.7774,0,119,0,177
